# Example Aerodynamic Coefficient Database for a Launch Vehicle
# This represents typical values for a rocket during ascent
# Reference area: Cross-sectional area
# Reference length: Vehicle diameter  
# Moments referenced to 0.25 * length from nose
#
# Format: Mach, AoA_deg, CD, CL, CY, Cl, Cm, Cn
# Mach: Mach number
# AoA_deg: Angle of attack in degrees
# CD: Drag coefficient
# CL: Lift coefficient
# CY: Side force coefficient
# Cl: Rolling moment coefficient
# Cm: Pitching moment coefficient
# Cn: Yawing moment coefficient
#
# Subsonic (Mach < 0.8)
0.0, -10.0, 0.350, -0.320, 0.000, 0.000, 0.025, 0.000
0.0, -5.0, 0.320, -0.160, 0.000, 0.000, 0.012, 0.000
0.0, 0.0, 0.300, 0.000, 0.000, 0.000, 0.000, 0.000
0.0, 5.0, 0.320, 0.160, 0.000, 0.000, -0.012, 0.000
0.0, 10.0, 0.350, 0.320, 0.000, 0.000, -0.025, 0.000
0.2, -10.0, 0.355, -0.325, 0.000, 0.000, 0.026, 0.000
0.2, -5.0, 0.325, -0.162, 0.000, 0.000, 0.013, 0.000
0.2, 0.0, 0.305, 0.000, 0.000, 0.000, 0.000, 0.000
0.2, 5.0, 0.325, 0.162, 0.000, 0.000, -0.013, 0.000
0.2, 10.0, 0.355, 0.325, 0.000, 0.000, -0.026, 0.000
0.4, -10.0, 0.365, -0.330, 0.000, 0.000, 0.027, 0.000
0.4, -5.0, 0.330, -0.165, 0.000, 0.000, 0.013, 0.000
0.4, 0.0, 0.310, 0.000, 0.000, 0.000, 0.000, 0.000
0.4, 5.0, 0.330, 0.165, 0.000, 0.000, -0.013, 0.000
0.4, 10.0, 0.365, 0.330, 0.000, 0.000, -0.027, 0.000
0.6, -10.0, 0.380, -0.340, 0.000, 0.000, 0.028, 0.000
0.6, -5.0, 0.340, -0.170, 0.000, 0.000, 0.014, 0.000
0.6, 0.0, 0.320, 0.000, 0.000, 0.000, 0.000, 0.000
0.6, 5.0, 0.340, 0.170, 0.000, 0.000, -0.014, 0.000
0.6, 10.0, 0.380, 0.340, 0.000, 0.000, -0.028, 0.000
0.8, -10.0, 0.410, -0.355, 0.000, 0.000, 0.030, 0.000
0.8, -5.0, 0.365, -0.177, 0.000, 0.000, 0.015, 0.000
0.8, 0.0, 0.340, 0.000, 0.000, 0.000, 0.000, 0.000
0.8, 5.0, 0.365, 0.177, 0.000, 0.000, -0.015, 0.000
0.8, 10.0, 0.410, 0.355, 0.000, 0.000, -0.030, 0.000
# Transonic (0.8 < Mach < 1.2)
0.9, -10.0, 0.450, -0.370, 0.000, 0.000, 0.032, 0.000
0.9, -5.0, 0.395, -0.185, 0.000, 0.000, 0.016, 0.000
0.9, 0.0, 0.365, 0.000, 0.000, 0.000, 0.000, 0.000
0.9, 5.0, 0.395, 0.185, 0.000, 0.000, -0.016, 0.000
0.9, 10.0, 0.450, 0.370, 0.000, 0.000, -0.032, 0.000
1.0, -10.0, 0.520, -0.385, 0.000, 0.000, 0.035, 0.000
1.0, -5.0, 0.450, -0.192, 0.000, 0.000, 0.017, 0.000
1.0, 0.0, 0.410, 0.000, 0.000, 0.000, 0.000, 0.000
1.0, 5.0, 0.450, 0.192, 0.000, 0.000, -0.017, 0.000
1.0, 10.0, 0.520, 0.385, 0.000, 0.000, -0.035, 0.000
1.1, -10.0, 0.495, -0.375, 0.000, 0.000, 0.033, 0.000
1.1, -5.0, 0.435, -0.187, 0.000, 0.000, 0.016, 0.000
1.1, 0.0, 0.395, 0.000, 0.000, 0.000, 0.000, 0.000
1.1, 5.0, 0.435, 0.187, 0.000, 0.000, -0.016, 0.000
1.1, 10.0, 0.495, 0.375, 0.000, 0.000, -0.033, 0.000
1.2, -10.0, 0.465, -0.365, 0.000, 0.000, 0.031, 0.000
1.2, -5.0, 0.415, -0.182, 0.000, 0.000, 0.015, 0.000
1.2, 0.0, 0.375, 0.000, 0.000, 0.000, 0.000, 0.000
1.2, 5.0, 0.415, 0.182, 0.000, 0.000, -0.015, 0.000
1.2, 10.0, 0.465, 0.365, 0.000, 0.000, -0.031, 0.000
# Supersonic (Mach > 1.2)
1.5, -10.0, 0.420, -0.340, 0.000, 0.000, 0.028, 0.000
1.5, -5.0, 0.380, -0.170, 0.000, 0.000, 0.014, 0.000
1.5, 0.0, 0.340, 0.000, 0.000, 0.000, 0.000, 0.000
1.5, 5.0, 0.380, 0.170, 0.000, 0.000, -0.014, 0.000
1.5, 10.0, 0.420, 0.340, 0.000, 0.000, -0.028, 0.000
2.0, -10.0, 0.380, -0.310, 0.000, 0.000, 0.025, 0.000
2.0, -5.0, 0.345, -0.155, 0.000, 0.000, 0.012, 0.000
2.0, 0.0, 0.310, 0.000, 0.000, 0.000, 0.000, 0.000
2.0, 5.0, 0.345, 0.155, 0.000, 0.000, -0.012, 0.000
2.0, 10.0, 0.380, 0.310, 0.000, 0.000, -0.025, 0.000
3.0, -10.0, 0.325, -0.270, 0.000, 0.000, 0.021, 0.000
3.0, -5.0, 0.295, -0.135, 0.000, 0.000, 0.010, 0.000
3.0, 0.0, 0.265, 0.000, 0.000, 0.000, 0.000, 0.000
3.0, 5.0, 0.295, 0.135, 0.000, 0.000, -0.010, 0.000
3.0, 10.0, 0.325, 0.270, 0.000, 0.000, -0.021, 0.000
5.0, -10.0, 0.260, -0.220, 0.000, 0.000, 0.017, 0.000
5.0, -5.0, 0.235, -0.110, 0.000, 0.000, 0.008, 0.000
5.0, 0.0, 0.210, 0.000, 0.000, 0.000, 0.000, 0.000
5.0, 5.0, 0.235, 0.110, 0.000, 0.000, -0.008, 0.000
5.0, 10.0, 0.260, 0.220, 0.000, 0.000, -0.017, 0.000
